test.group,test.fold,train.groups,coef,variable
GL,1,all,-0.000299005173680456,K14259
GL,1,all,0.0189635513028497,K14268
GL,1,all,0.000563649104009786,K14447
GL,1,all,-0.000191690408938354,K14597
GL,1,all,0.00736975841431863,K14630
GL,1,all,-0.000266746187731464,K14986
GL,1,all,0.00278036729580492,K15512
GL,1,all,-0.000806331984130413,K15549
GL,1,all,0.000582545071615211,K15746
GL,1,all,0.00254491254946036,K16118
GL,1,all,0.0015136458554031,K16146
GL,1,all,0.0019935841344896,K16164
GL,1,all,0.00600440332114881,K16237
GL,1,all,0.00817059952718757,K16317
GL,1,all,0.000830828802634606,K16927
GL,1,all,0.00917279073846976,K18058
GL,1,all,0.00188055917075814,K18110
GL,1,all,1.05333050548779e-05,K18347
GL,1,all,0.00546718976873051,K18820
GL,1,all,6.45986293701464e-08,K18887
GL,1,all,-0.00241907357238717,K18913
GL,1,all,0.000667808776689451,K19163
GL,1,all,0.00343841142873272,K19231
GL,1,all,0.000541153327465787,K19267
MC,1,all,0.0110112811720765,K00002
MC,1,all,-0.00119833808842909,K00045
MC,1,all,-0.000416320897140452,K00118
MC,1,all,-0.000375723040794447,K00177
MC,1,all,-8.5963512629539e-05,K00262
MC,1,all,0.000664390076519218,K00297
MC,1,all,-6.20759300706846e-05,K00320
MC,1,all,-0.000922711980952596,K00374
MC,1,all,-0.000131542031821031,K00436
MC,1,all,-0.000118227771194368,K00469
MC,1,all,0.00644495561370625,K00737
MC,1,all,-0.00062885545223306,K00759
MC,1,all,0.0142547198256196,K00785
MC,1,all,0.00172616692902477,K00794
MC,1,all,-0.000123605121535004,K00848
MC,1,all,-7.71438140484488e-05,K00874
MC,1,all,6.60212479972897e-05,K00899
MC,1,all,-0.000132603369949386,K00958
MC,1,all,-7.3894215105502e-06,K00975
MC,1,all,0.000332691628175957,K01023
MC,1,all,4.27930668926481e-07,K01086
MC,1,all,0.00037495346737038,K01089
MC,1,all,-0.000238808148246288,K01212
MC,1,all,3.23847434667802e-05,K01278
MC,1,all,0.0208660669587145,K01347
MC,1,all,0.000393365376716256,K01679
MC,1,all,0.000267716295690647,K01697
MC,1,all,-0.000477802489669218,K01720
MC,1,all,0.000576626942738801,K01782
MC,1,all,-0.000206872986053971,K01816
MC,1,all,-0.000942614379382367,K01820
MC,1,all,0.000134122724930991,K01826
MC,1,all,0.00103030021467819,K01883
MC,1,all,-0.000345991029598462,K01900
MC,1,all,0.00183363884128726,K01905
MC,1,all,0.00237958290953021,K01966
MC,1,all,-0.000237989771514053,K02351
MC,1,all,-0.000281458901241686,K02391
MC,1,all,-1.53338084097518e-05,K02398
MC,1,all,-0.000112300179361317,K02475
MC,1,all,-3.71066900316732e-05,K02566
MC,1,all,-0.000943974714500966,K02587
MC,1,all,0.000920971056078176,K02613
MC,1,all,-0.000560052778915485,K02619
MC,1,all,0.0028949884706029,K02673
MC,1,all,0.00635958711972776,K03170
MC,1,all,0.0119274583637265,K03287
MC,1,all,-1.60845449779086e-05,K03383
MC,1,all,-0.00122874671816868,K03394
MC,1,all,-0.000810060292590503,K03409
MC,1,all,0.00070037433222238,K03570
MC,1,all,0.000245855488136054,K03711
MC,1,all,-0.000465105275272866,K03716
MC,1,all,0.00314324867086343,K03791
MC,1,all,-6.51930670100394e-05,K03856
MC,1,all,-0.000133425360530187,K03918
MC,1,all,0.000104233775295496,K04068
MC,1,all,0.0111558764114095,K05275
MC,1,all,0.001509610024644,K05301
MC,1,all,-0.00474663066109322,K05580
MC,1,all,-0.0020368821955239,K05714
MC,1,all,0.00107378614630822,K05792
MC,1,all,0.000166398914683935,K05837
MC,1,all,-6.41156322814158e-06,K05913
MC,1,all,-0.000104542744751384,K05946
MC,1,all,0.000902254208282968,K05952
MC,1,all,0.0306067525333389,K05998
MC,1,all,-0.000186951838965749,K06281
MC,1,all,0.0528103235300541,K06882
MC,1,all,0.000603772458434156,K06911
MC,1,all,-0.00208371974445398,K07018
MC,1,all,0.00199461452583023,K07020
MC,1,all,-0.000171201831036468,K07141
MC,1,all,0.0114114936387502,K07256
MC,1,all,0.000409101654819217,K07268
MC,1,all,-0.000521711671558243,K07289
MC,1,all,-0.000984137209276094,K07334
MC,1,all,0.0121246965026863,K07351
MC,1,all,0.00175047809274958,K07400
MC,1,all,0.00343149495602528,K07485
MC,1,all,-7.18200884601227e-05,K07507
MC,1,all,0.000144778694119937,K07588
MC,1,all,8.93882174790426e-06,K08077
MC,1,all,-0.000944955839439018,K08323
MC,1,all,0.0126154364382298,K08475
MC,1,all,-0.000491411128093916,K08591
MC,1,all,0.00721655486227794,K08659
MC,1,all,0.000669500109753916,K08961
MC,1,all,0.00137956556552009,K09384
MC,1,all,-0.000666708142019144,K09386
MC,1,all,0.000749110933602509,K09461
MC,1,all,0.0031126663507039,K09516
MC,1,all,-5.65615612761121e-05,K09931
MC,1,all,-0.00473535906464001,K09943
MC,1,all,-0.000362590108623677,K09949
MC,1,all,-0.000551261108691368,K09966
MC,1,all,-0.000235735576239833,K10206
MC,1,all,0.00387532642328919,K10212
MC,1,all,0.0056367521540112,K10622
MC,1,all,0.000102652141885392,K10938
MC,1,all,-0.000139821623351101,K11065
MC,1,all,0.000314328153545717,K11084
MC,1,all,0.0528527570512584,K11169
MC,1,all,0.00065195879450398,K11175
MC,1,all,7.17763902710678e-05,K11258
MC,1,all,-0.000307762542441392,K11473
MC,1,all,0.00865388033617347,K11905
MC,1,all,0.000897397568525621,K11921
MC,1,all,0.00670876218457387,K11956
MC,1,all,0.000102918808255766,K12191
MC,1,all,0.00221978607213739,K12238
MC,1,all,0.00104544076031625,K12420
MC,1,all,-0.000769110331351208,K12452
MC,1,all,-0.000509348399900844,K12466
MC,1,all,0.0318570841426891,K12585
MC,1,all,0.00179718078476972,K12686
MC,1,all,0.00824902973496946,K12996
MC,1,all,1.85903900904996e-15,K12997
MC,1,all,-0.00340276303992232,K13017
MC,1,all,0.000651011833083737,K13316
MC,1,all,-0.000422014977867398,K13421
MC,1,all,-0.000161209218601821,K13483
MC,1,all,5.72404946312892e-05,K13677
MC,1,all,0.00470987667358159,K13727
MC,1,all,1.93984247242455e-05,K13745
MC,1,all,-0.000248696896314966,K13771
MC,1,all,-0.000333241926306176,K13926
MC,1,all,0.00169112629496395,K13928
MC,1,all,-0.0001599154994087,K13953
MC,1,all,0.000798689021048199,K14161
MC,1,all,0.0137284865447992,K14249
MC,1,all,-0.000528140279425175,K14259
MC,1,all,0.0221263223710958,K14268
MC,1,all,0.000385514830374424,K14447
MC,1,all,-0.00111657372613331,K14597
MC,1,all,0.00622838936086574,K14630
MC,1,all,8.04553941103657e-06,K14959
MC,1,all,-0.000570497295069139,K14986
MC,1,all,0.00378879558894892,K15469
MC,1,all,0.00215844061614855,K15512
MC,1,all,-0.00214172629422095,K15527
MC,1,all,0.00167612770400372,K15739
MC,1,all,0.000899924583901041,K15746
MC,1,all,0.00243277862131977,K15884
MC,1,all,0.00030531300152049,K15992
MC,1,all,1.56776588770597e-05,K16087
MC,1,all,0.00436235848221023,K16118
MC,1,all,0.00227454241617277,K16146
MC,1,all,0.00173581592993012,K16164
MC,1,all,-0.000455534061745475,K16167
MC,1,all,0.00632201500241236,K16237
MC,1,all,0.00995360007019981,K16317
MC,1,all,0.000140434828030782,K16560
MC,1,all,2.25743847483708e-17,K16562
MC,1,all,0.000497900773993771,K16927
MC,1,all,0.000885786589543948,K17484
MC,1,all,3.55403753445582e-06,K17831
MC,1,all,-7.49309917696243e-05,K18007
MC,1,all,0.00956921092052272,K18058
MC,1,all,0.00640032487126825,K18110
MC,1,all,0.000100365649354695,K18347
MC,1,all,0.000729392964940993,K18572
MC,1,all,0.00636386127826013,K18820
MC,1,all,0.000348994196051776,K18887
MC,1,all,0.00185573112274306,K18904
MC,1,all,-0.00292407870562676,K18913
MC,1,all,-0.000205505879338567,K18929
MC,1,all,9.38160587471202e-07,K19137
MC,1,all,6.0330468339224e-05,K19163
MC,1,all,0.00517016543163361,K19231
MC,1,all,0.000698528627823322,K19267
MC,1,all,0.000269094098883135,K19545
MC,1,all,-0.00421523832949358,K19744
PJ,1,all,0.00209015248025347,K00002
PJ,1,all,-0.00103990970176532,K00045
PJ,1,all,-2.66161706661355e-05,K00177
PJ,1,all,-1.24369120013916e-05,K00262
PJ,1,all,0.000552977790942307,K00297
PJ,1,all,-5.1039938747604e-05,K00366
PJ,1,all,-0.000653920391687156,K00374
PJ,1,all,-8.79833761044326e-05,K00436
PJ,1,all,-0.000449051727129534,K00469
PJ,1,all,0.00275027603545125,K00737
PJ,1,all,-0.000512418692898285,K00759
PJ,1,all,0.00764888232306099,K00785
PJ,1,all,0.00138774180530196,K00794
PJ,1,all,-0.000339527908487629,K00848
PJ,1,all,2.3429483236581e-05,K01278
PJ,1,all,0.0127329208522847,K01347
PJ,1,all,3.30297995129111e-06,K01633
PJ,1,all,8.77502630803327e-05,K01679
PJ,1,all,0.000405195403475187,K01697
PJ,1,all,-0.000694580365809869,K01720
PJ,1,all,0.000301484944412366,K01782
PJ,1,all,-7.84010816853764e-05,K01816
PJ,1,all,0.00104291120381059,K01905
PJ,1,all,0.00218885750344645,K01966
PJ,1,all,-0.000157599636141019,K02351
PJ,1,all,-0.000188307592722827,K02391
PJ,1,all,-2.91214896347639e-05,K02398
PJ,1,all,-0.00100700222670993,K02587
PJ,1,all,0.000609265493348792,K02613
PJ,1,all,-0.000361307856226517,K02619
PJ,1,all,0.00267247034040546,K02673
PJ,1,all,0.00459851205951493,K03170
PJ,1,all,0.00747285752695709,K03287
PJ,1,all,-0.0012111237786277,K03394
PJ,1,all,-0.000644966748998069,K03409
PJ,1,all,0.000915155211365039,K03570
PJ,1,all,0.000176608324139879,K03711
PJ,1,all,-0.000417106416057949,K03716
PJ,1,all,0.00327520290480691,K03791
PJ,1,all,0.00230009797693575,K04060
PJ,1,all,0.0109211939867311,K05275
PJ,1,all,0.000710986710404627,K05301
PJ,1,all,-0.00204597109993817,K05580
PJ,1,all,1.59839179236455e-07,K05600
PJ,1,all,-0.00206912209485521,K05714
PJ,1,all,0.000968861199090438,K05792
PJ,1,all,-0.000249923933256585,K05946
PJ,1,all,6.96038974485036e-05,K05952
PJ,1,all,0.0231087827362419,K05998
PJ,1,all,0.0436053745667406,K06882
PJ,1,all,0.000585555535192221,K06911
PJ,1,all,-0.00197878516388581,K07018
PJ,1,all,0.00188540986512873,K07020
PJ,1,all,-9.97061014484755e-05,K07141
PJ,1,all,0.0120611860658941,K07256
PJ,1,all,0.000229271997738775,K07268
PJ,1,all,-0.000582665315890024,K07289
PJ,1,all,-0.000919866879045169,K07334
PJ,1,all,0.00995315900581067,K07351
PJ,1,all,0.00268349698409732,K07400
PJ,1,all,0.00276145844922031,K07485
PJ,1,all,8.82112650531633e-06,K08077
PJ,1,all,-0.00119795832985065,K08323
PJ,1,all,0.0112046384757473,K08475
PJ,1,all,-0.000712058789300551,K08591
PJ,1,all,0.00305112838938111,K08659
PJ,1,all,0.000932063800889686,K09384
PJ,1,all,-0.000699487997665061,K09386
PJ,1,all,0.000750720898867834,K09461
PJ,1,all,0.00264557025918999,K09516
PJ,1,all,-0.00384124953776857,K09943
PJ,1,all,-0.000291189704438622,K09949
PJ,1,all,-0.000470826179782721,K09966
PJ,1,all,-0.000236097247263164,K10206
PJ,1,all,0.00333812169312725,K10212
PJ,1,all,0.00516149408392059,K10622
PJ,1,all,-6.29172065897607e-05,K11065
PJ,1,all,0.049904588948456,K11169
PJ,1,all,0.000317174573987779,K11175
PJ,1,all,-0.000422179197158079,K11473
PJ,1,all,0.00874652973897294,K11905
PJ,1,all,0.00553546206389974,K11956
PJ,1,all,6.75700004965936e-05,K12191
PJ,1,all,0.000921423040032499,K12420
PJ,1,all,-0.00103722844044421,K12452
PJ,1,all,-0.00049529090486666,K12466
PJ,1,all,0.0260113850004563,K12585
PJ,1,all,0.000914932320267443,K12686
PJ,1,all,0.000402715988042238,K12962
PJ,1,all,0.0033969767453918,K12996
PJ,1,all,4.21064390938666e-16,K12997
PJ,1,all,-0.00157578941301498,K13017
PJ,1,all,-0.00020930976177204,K13421
PJ,1,all,0.00362219428549168,K13727
PJ,1,all,-7.78516342509207e-06,K13771
PJ,1,all,-5.84499600810485e-05,K13926
PJ,1,all,0.00138557877736958,K13928
PJ,1,all,-1.00537908190083e-05,K13953
PJ,1,all,0.000583776233446872,K14161
PJ,1,all,0.0101910477523709,K14249
PJ,1,all,-0.000434355261995324,K14259
PJ,1,all,0.0196302073797965,K14268
PJ,1,all,0.000539058948047725,K14447
PJ,1,all,-0.000656641565044167,K14597
PJ,1,all,0.00750525821434343,K14630
PJ,1,all,-0.00044909841486768,K14986
PJ,1,all,0.00278001374213939,K15512
PJ,1,all,-0.000671599077958337,K15549
PJ,1,all,0.000571662698232746,K15739
PJ,1,all,0.000753081216152051,K15746
PJ,1,all,0.000761816201766376,K15884
PJ,1,all,0.00323204771457799,K16118
PJ,1,all,0.00178652737756148,K16146
PJ,1,all,0.00186950821236645,K16164
PJ,1,all,-4.9862498396264e-05,K16167
PJ,1,all,0.00590641448858751,K16237
PJ,1,all,0.00886347339373313,K16317
PJ,1,all,0.000675676460080146,K16927
PJ,1,all,0.00958864561931294,K18058
PJ,1,all,0.00348803852515848,K18110
PJ,1,all,5.49660307119265e-05,K18347
PJ,1,all,0.00573372332892903,K18820
PJ,1,all,7.10087656013559e-05,K18887
PJ,1,all,1.38678178727173e-05,K18904
PJ,1,all,-0.00252486987478316,K18913
PJ,1,all,-5.87677353561749e-06,K18929
PJ,1,all,0.000879074390966213,K19163
PJ,1,all,0.00396648137170303,K19231
PJ,1,all,0.000591970676508355,K19267
PJ,1,all,0.000289140851567921,K19545
PJ,1,all,-0.000336627131569274,K19744
PP,1,all,0.0316430844176059,K00002
PP,1,all,0.000725086892881205,K00013
PP,1,all,-0.00165705999868391,K00045
PP,1,all,-0.000164511193904152,K00055
PP,1,all,-0.000228900011657428,K00060
PP,1,all,-0.000169966415305725,K00100
PP,1,all,-0.00339607080718622,K00118
PP,1,all,0.00240651569977491,K00129
PP,1,all,-0.000396466146259556,K00177
PP,1,all,-0.000775329504836139,K00242
PP,1,all,0.00024136442815095,K00275
PP,1,all,0.00114841719575912,K00297
PP,1,all,-0.000662881992015702,K00320
PP,1,all,-0.00125348792093712,K00374
PP,1,all,0.00313618048426323,K00533
PP,1,all,-0.000179393488791451,K00594
PP,1,all,-0.000475708494836576,K00634
PP,1,all,0.0182922847816137,K00737
PP,1,all,-0.000770230584318194,K00759
PP,1,all,0.026239657025113,K00785
PP,1,all,-0.00252202726260729,K00789
PP,1,all,0.00203903363226812,K00794
PP,1,all,0.000365266693610021,K00831
PP,1,all,-0.000177347508581358,K00853
PP,1,all,-0.000448707007141626,K00855
PP,1,all,-0.000594430897807536,K00874
PP,1,all,-0.000557391529411406,K00889
PP,1,all,0.000836835785960696,K00899
PP,1,all,-4.06104958274016e-05,K00943
PP,1,all,-0.000529816050666642,K00973
PP,1,all,-0.000587070658504212,K00975
PP,1,all,0.000719265319592329,K01023
PP,1,all,0.000308015269571707,K01028
PP,1,all,0.000139095781317702,K01029
PP,1,all,0.000988773695011128,K01058
PP,1,all,0.000413542269991568,K01086
PP,1,all,0.000785576518375569,K01089
PP,1,all,0.00065745068931603,K01104
PP,1,all,-0.00298636003712792,K01212
PP,1,all,-0.000565359017084455,K01216
PP,1,all,0.000278533088444563,K01278
PP,1,all,-0.00709184454383045,K01340
PP,1,all,0.0354841952615161,K01347
PP,1,all,-0.00033736203399389,K01443
PP,1,all,-0.00609634471216495,K01492
PP,1,all,0.000234189556166374,K01493
PP,1,all,-0.000571674090689544,K01505
PP,1,all,-0.000425002197134396,K01533
PP,1,all,-0.000539614829284416,K01547
PP,1,all,0.000174325258527895,K01633
PP,1,all,-0.000600860704653365,K01654
PP,1,all,5.06241152932018e-05,K01662
PP,1,all,8.38337592160586e-05,K01678
PP,1,all,0.00160019560795259,K01679
PP,1,all,0.000447757132124575,K01697
PP,1,all,0.00128908578957379,K01782
PP,1,all,4.15224291385437e-06,K01791
PP,1,all,-0.00276407040184951,K01820
PP,1,all,0.000121329707853241,K01826
PP,1,all,0.00266894564212208,K01852
PP,1,all,0.00387695810671332,K01883
PP,1,all,-0.00311590313451065,K01900
PP,1,all,0.00380521283125491,K01905
PP,1,all,0.0024503742310965,K01966
PP,1,all,0.000321473207917836,K02074
PP,1,all,0.000353480939426759,K02274
PP,1,all,-0.000475175853910279,K02351
PP,1,all,-0.000534356425572792,K02391
PP,1,all,-4.76922751527728e-05,K02398
PP,1,all,0.00373572038379694,K02528
PP,1,all,-0.000240075836748306,K02549
PP,1,all,-0.000584486331578289,K02566
PP,1,all,0.00120364060398119,K02613
PP,1,all,-0.000508314309479603,K02619
PP,1,all,-0.00101646502675965,K02635
PP,1,all,0.00372469077300929,K02673
PP,1,all,0.000184649590635981,K02839
PP,1,all,0.00163089325702796,K02892
PP,1,all,0.000272823996732455,K03106
PP,1,all,-3.88328664425516e-05,K03119
PP,1,all,0.0103726162844256,K03170
PP,1,all,-1.80794497882115e-06,K03205
PP,1,all,0.0250651612322891,K03287
PP,1,all,-0.000694508178222122,K03291
PP,1,all,0.00505023643503363,K03314
PP,1,all,0.000168830120121343,K03340
PP,1,all,-0.00115302844840199,K03383
PP,1,all,-0.00138287039406926,K03394
PP,1,all,-0.00092463001292935,K03409
PP,1,all,0.0150443920866559,K03444
PP,1,all,-8.16109084292427e-05,K03497
PP,1,all,0.000586700611495872,K03570
PP,1,all,-0.000125549839812244,K03594
PP,1,all,-0.000355599140943639,K03621
PP,1,all,5.50780754298562e-06,K03624
PP,1,all,0.000694229840951451,K03639
PP,1,all,0.000324719214121118,K03711
PP,1,all,-0.000627753103515394,K03716
PP,1,all,0.00106799848234739,K03742
PP,1,all,0.00172308990861151,K03791
PP,1,all,0.00201754981826786,K03819
PP,1,all,-0.000116279086098027,K03856
PP,1,all,-0.000770458619496649,K03918
PP,1,all,-0.00026616714953842,K03976
PP,1,all,0.000378689051271998,K04063
PP,1,all,0.000688816315644817,K04068
PP,1,all,0.000108980567036243,K04109
PP,1,all,0.000799589605133872,K04110
PP,1,all,-0.00037097219701952,K04127
PP,1,all,-0.000711350543595653,K04641
PP,1,all,0.00872525063055322,K04786
PP,1,all,0.00945910572843047,K05275
PP,1,all,-0.00101700515318459,K05356
PP,1,all,-0.000495606655541217,K05520
PP,1,all,-0.000230457057170574,K05573
PP,1,all,-0.00056558104933251,K05578
PP,1,all,-0.00899267069915197,K05580
PP,1,all,0.00319379438342401,K05599
PP,1,all,0.000609812064653057,K05712
PP,1,all,-0.00272222217528986,K05714
PP,1,all,0.000155213404337589,K05791
PP,1,all,0.000852119595722462,K05792
PP,1,all,0.000282577844562864,K05837
PP,1,all,-5.51541952706766e-05,K05882
PP,1,all,-0.00238041872911932,K05913
PP,1,all,0.0018809354954067,K05952
PP,1,all,0.0435453227754397,K05998
PP,1,all,0.00594205476606945,K06157
PP,1,all,-0.0006578697800088,K06281
PP,1,all,-0.000199918052113283,K06282
PP,1,all,0.0743553485471391,K06882
PP,1,all,0.000349394823292279,K06911
PP,1,all,0.000331958132295301,K06966
PP,1,all,-0.0018347358742363,K07018
PP,1,all,0.00268448880165265,K07020
PP,1,all,-0.00180103336572037,K07066
PP,1,all,-0.000219205355486291,K07077
PP,1,all,-0.000353395321990888,K07141
PP,1,all,-0.000131604815892773,K07219
PP,1,all,0.000283638957818831,K07225
PP,1,all,0.00950298989816634,K07256
PP,1,all,0.000206027560344299,K07268
PP,1,all,-0.00297350905333744,K07281
PP,1,all,-0.000223280829731496,K07289
PP,1,all,0.00377326232074971,K07291
PP,1,all,-0.000951242089048062,K07334
PP,1,all,0.00011708761686849,K07341
PP,1,all,0.0043681872884498,K07351
PP,1,all,-0.0003079557169705,K07403
PP,1,all,0.000501018882796744,K07447
PP,1,all,0.000141424094999648,K07450
PP,1,all,0.00450865678944766,K07485
PP,1,all,-0.00065852761111947,K07493
PP,1,all,-0.000144229767905266,K07507
PP,1,all,0.000195943209043486,K07560
PP,1,all,3.4865159448009e-06,K07568
PP,1,all,-0.000734450914699593,K07673
PP,1,all,-0.000145222870567306,K07769
PP,1,all,1.48396173967667e-05,K08077
PP,1,all,8.03690877483805e-06,K08156
PP,1,all,-0.000200535313533845,K08299
PP,1,all,-0.000203117352300736,K08323
PP,1,all,0.0165166813811321,K08475
PP,1,all,0.00047726533548866,K08640
PP,1,all,0.0200595044244493,K08659
PP,1,all,0.0013003833545121,K08961
PP,1,all,3.57910595507366e-06,K09003
PP,1,all,0.000169309156977665,K09141
PP,1,all,0.00323262350028721,K09384
PP,1,all,0.00472977747647913,K09516
PP,1,all,-0.00592402330753371,K09568
PP,1,all,-0.000308850319769277,K09707
PP,1,all,-0.000239229849570741,K09817
PP,1,all,-0.000601476528730767,K09931
PP,1,all,-0.00687119968785695,K09943
PP,1,all,0.000687330705367176,K09946
PP,1,all,-0.000357007947722717,K09949
PP,1,all,-8.60848174479106e-06,K09962
PP,1,all,-0.000217708860444318,K09966
PP,1,all,0.000445216894149853,K10189
PP,1,all,-0.000400928572041641,K10206
PP,1,all,0.000208921015605522,K10210
PP,1,all,0.00405785004402841,K10212
PP,1,all,0.00885330902458029,K10622
PP,1,all,-0.00431963080870302,K10798
PP,1,all,-0.00032922705295342,K10839
PP,1,all,0.000333602653820898,K10938
PP,1,all,-9.68531613346772e-10,K10955
PP,1,all,-0.00548185841235291,K11016
PP,1,all,-7.21373735970357e-05,K11017
PP,1,all,-0.000115892816728293,K11065
PP,1,all,0.00256404263301743,K11084
PP,1,all,0.0546939410971174,K11169
PP,1,all,0.000875491387919992,K11175
PP,1,all,0.00658786040362473,K11905
PP,1,all,0.00308818618131428,K11921
PP,1,all,-0.000465609479233678,K11939
PP,1,all,0.00972273683027369,K11956
PP,1,all,5.1940890103336e-05,K12191
PP,1,all,0.00174957535670963,K12223
PP,1,all,-0.00117024174910413,K12279
PP,1,all,-0.000177120098382945,K12282
PP,1,all,0.000141939926939012,K12541
PP,1,all,0.000376544700388941,K12542
PP,1,all,-0.000403497918965713,K12549
PP,1,all,0.0433152845630994,K12585
PP,1,all,0.0025715415363823,K12686
PP,1,all,0.0150589554150852,K12996
PP,1,all,4.62376368917554e-15,K12997
PP,1,all,0.00110176814523889,K13007
PP,1,all,-0.000805385841364953,K13012
PP,1,all,-4.79685265981909e-05,K13016
PP,1,all,-0.00696884619629701,K13017
PP,1,all,0.000395769025828512,K13053
PP,1,all,0.00893675694438407,K13316
PP,1,all,-0.000108293343711755,K13483
PP,1,all,-0.00105822016972496,K13670
PP,1,all,5.14001901511665e-05,K13677
PP,1,all,0.00791588299233938,K13727
PP,1,all,0.00114568962778967,K13745
PP,1,all,-0.000750769008270396,K13771
PP,1,all,0.000190212334063189,K13775
PP,1,all,-0.000617244197366023,K13926
PP,1,all,0.00133038115294165,K13928
PP,1,all,-0.00023366432221217,K13953
PP,1,all,0.00191279589444242,K14086
PP,1,all,-0.00291432483626092,K14157
PP,1,all,0.00112626261509427,K14161
PP,1,all,0.000729285340281336,K14166
PP,1,all,0.02385989360442,K14249
PP,1,all,-0.000323891185735855,K14259
PP,1,all,0.0307829786396673,K14268
PP,1,all,-0.000719969364626702,K14469
PP,1,all,-0.00369124072160037,K14597
PP,1,all,0.00196566775208224,K14630
PP,1,all,-1.86416653871917e-05,K14685
PP,1,all,0.000367217234569523,K14959
PP,1,all,-0.000515687739164238,K14986
PP,1,all,-7.07984825403902e-05,K15064
PP,1,all,-4.24291307012312e-05,K15228
PP,1,all,-0.000236886648207465,K15229
PP,1,all,-0.000169141497664871,K15359
PP,1,all,0.0196198198523628,K15469
PP,1,all,-0.00748979788187741,K15527
PP,1,all,0.00629081799499907,K15731
PP,1,all,0.000517907275320014,K15739
